#First villager;;;
Nod_Nel_Wise_A;1;Nel;Oh hell. Look what's coming our way...
Nod_Nel_Wise_A;2;N the Wise;I knew I would find you here. You little up-to-no-goods always met in this park.
Nod_Nel_Wise_A;3;N the Wise;This time you'll have to wait a long time if you think your "friends" will come and join you.
Nod_Nel_Wise_A;4;Nel;And why is that exactly, old man?
Nod_Nel_Wise_A;5;N the Wise;Show me some respect, young fool!
Nod_Nel_Wise_A;6;N the Wise;They will not come because today's ceremony was a success. Go and talk to them, you'll see.
Nod_Nel_Wise_A;7;N the Wise;But rejoice, childs. You won't have to wait long before the day of your ceremony.
Nod_Nel_Wise_A;8;N the Wise;After all, your birthday is only one week away.
#N the wise leaves the screen;;;
Nod_Nel_C;1;Nel;GOD, I hate him !!! That guy's so full of himself !
Nod_Nel_C;2;Nod;Yeah... even more than usual. What if he was telling the truth ?
Nod_Nel_C;3;Nel;We just have to go meet Nus and Nad and prove him wrong !
#Nel & Nod meet new Nad & Nus;;;
N_friends_B;1;Nod;Hey ! Nad ! Nus !
N_friends_B;2;Nad;What is it ? You do not have to scream, we heard you.
N_friends_B;3;Nel;Wow, man, chill. We were waiting for you, at the park, remember ?
N_friends_B;4;Nad;Oh, yes. But we do not have time anymore to play with childs like you.
N_friends_B;5;Nel;What the ??
N_friends_B;6;Nod;Nus, why didn't you come either ?
N_friends_B;7;Nus;Nad is right. We have better things to attend to.
N_friends_B;8;Nel;But... we're friends, like, the very best of friends, remember ?
N_friends_B;9;Nad;Not anymore. We do not have time for friends.
N_friends_B;10;Nus;Yes, we have responsabilities as adults now. Please do not interrupt us with your foolishness again.
;;;
;;Nel;I can't believe what I just heard !
;;Nod;They really did change... and not only on the outside.
;;Nel;You really think that ceremony kind of brainwashed them ?
;;Nod;You heard the Wise. No wonder he is proud of this tradition.
;;Nod;They said they were ''adults'' now...
;;Nel;Yeah, they sure sounded like all the other grown-ups... Do you think we...
;;Nod;We'll become like them if we go along with the ceremony ? I'm not sure but
;;Nod;now that I think of all the older villagers... If it comes down to becoming exactly like them
;;Nod;and forget my friends and all that I used to be, I'd rather not risk it.
;;Nel;And how do you suppose we could avoid this ? Ah, man, this is driving me mad !
;;Nod;Let's calm down and think...
;;Nel;Look at this place, there no way around this crap as long as we're alone against them !
;;Nod;You're right. That's why I think we should make a run for it.
;;Nel;Just... go ? Like that ? With potentially deadly monsters out there and all kind of dangers ?
;;Nod;I guess.
;;Nel;Alllright ! I'm in !
;;Nod;Nel, wait. Going through the main gate is not an option, we have to go unnoticed.
;;Nel;Right, right... Oh, I think there's a whole in the west wall large enough for us to slip away.
;;Nod;You realize we cannot tell Nus and Nad, do you ? It's too late for them..
;;Nel;I know, I know... Let's go before we see them again... maybe one day we'll come back and
;;Nel;they'll have changed ?
;;Nod;Maybe... I hope so...
;;;
;;Nel;Hey, dude, are you ok ??
;;Dude;I.. I can't move... Who.. are you ?
;;Nod;We're from N. And you, what were you doing here on your own ?
;;Dude;I am... from D. It was.. was the day of my coming of age ceremony and..
;;Nel;Wait a minute !! Your old guys did that too in your village ??
;;Nod;Actually, we escaped our village because of that. They were trying to change us into their clones.
;;Dude;Then... You are... aarrgh.. the same as me.... I heard about... a place where we can all be different..
;;Dude;and be accepted for what we are... I was hea...headed there... But I.. wi..will never make it...
;;Dude;Maybe... you..will be.. able to...
;;Nod;Can you tell us where this place is ?
;;Nod;I was tol..told.. to cross.. the for.. forest.. It's... str..straight..accross...
;;Nel;Come on man ! Stay with us ! We'll find a way to cure you, you'll come with us !!
;;Nel;No.. you..must.. go with... too la.. for me... find..it..aah.......
;;Nod;He's... he's gone...
